NOMBDEP,NOMBPROV,NOMBDIST,ID,TXUBIGEO,TXREGION,TXPROVINCIA,TXDISTRITO
AMAZONAS,BAGUA,ARAMANGO,1620,010202,AMAZONAS,BAGUA,ARAMANGO
AMAZONAS,BAGUA,BAGUA,857,010205,AMAZONAS,BAGUA,BAGUA
AMAZONAS,BAGUA,COPALLIN,1604,010203,AMAZONAS,BAGUA,COPALLIN
AMAZONAS,BAGUA,EL PARCO,1600,010204,AMAZONAS,BAGUA,EL PARCO
AMAZONAS,BAGUA,IMAZA,1698,010206,AMAZONAS,BAGUA,IMAZA
AMAZONAS,BAGUA,LA PECA,572,010201,AMAZONAS,BAGUA,LA PECA
AMAZONAS,BONGARA,CHISQUILLA,1640,010304,AMAZONAS,BONGARA,CHISQUILLA
AMAZONAS,BONGARA,CHURUJA,608,010305,AMAZONAS,BONGARA,CHURUJA
AMAZONAS,BONGARA,COROSHA,852,010302,AMAZONAS,BONGARA,COROSHA
AMAZONAS,BONGARA,CUISPES,1638,010303,AMAZONAS,BONGARA,CUISPES
AMAZONAS,BONGARA,FLORIDA,1591,010306,AMAZONAS,BONGARA,FLORIDA
AMAZONAS,BONGARA,JAZAN,1633,010312,AMAZONAS,BONGARA,JAZAN
AMAZONAS,BONGARA,JUMBILLA,1641,010301,AMAZONAS,BONGARA,JUMBILLA
AMAZONAS,BONGARA,RECTA,1635,010307,AMAZONAS,BONGARA,RECTA
AMAZONAS,BONGARA,SAN CARLOS,616,010308,AMAZONAS,BONGARA,SAN CARLOS
AMAZONAS,BONGARA,SHIPASBAMBA,1639,010309,AMAZONAS,BONGARA,SHIPASBAMBA
AMAZONAS,BONGARA,VALERA,848,010310,AMAZONAS,BONGARA,VALERA
AMAZONAS,BONGARA,YAMBRASBAMBA,1622,010311,AMAZONAS,BONGARA,YAMBRASBAMBA
AMAZONAS,CHACHAPOYAS,ASUNCION,618,010102,AMAZONAS,CHACHAPOYAS,ASUNCION
AMAZONAS,CHACHAPOYAS,BALSAS,312,010103,AMAZONAS,CHACHAPOYAS,BALSAS
AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,578,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS
AMAZONAS,CHACHAPOYAS,CHETO,692,010104,AMAZONAS,CHACHAPOYAS,CHETO
AMAZONAS,CHACHAPOYAS,CHILIQUIN,607,010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN
AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,1428,010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA
AMAZONAS,CHACHAPOYAS,GRANADA,846,010107,AMAZONAS,CHACHAPOYAS,GRANADA
AMAZONAS,CHACHAPOYAS,HUANCAS,601,010108,AMAZONAS,CHACHAPOYAS,HUANCAS
AMAZONAS,CHACHAPOYAS,LA JALCA,565,010109,AMAZONAS,CHACHAPOYAS,LA JALCA
AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,517,010110,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA
AMAZONAS,CHACHAPOYAS,LEVANTO,1564,010111,AMAZONAS,CHACHAPOYAS,LEVANTO
AMAZONAS,CHACHAPOYAS,MAGDALENA,593,010112,AMAZONAS,CHACHAPOYAS,MAGDALENA
AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,1657,010113,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA
AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,1612,010114,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA
AMAZONAS,CHACHAPOYAS,MONTEVIDEO,1649,010115,AMAZONAS,CHACHAPOYAS,MONTEVIDEO
AMAZONAS,CHACHAPOYAS,OLLEROS,619,010116,AMAZONAS,CHACHAPOYAS,OLLEROS
AMAZONAS,CHACHAPOYAS,QUINJALCA,847,010117,AMAZONAS,CHACHAPOYAS,QUINJALCA
AMAZONAS,CHACHAPOYAS,SAN FRANCISCO DE DAGUAS,575,010118,AMAZONAS,CHACHAPOYAS,SAN FRANCISCO DE DAGUAS
AMAZONAS,CHACHAPOYAS,SAN ISIDRO DE MAINO,1632,010119,AMAZONAS,CHACHAPOYAS,SAN ISIDRO DE MAINO
AMAZONAS,CHACHAPOYAS,SOLOCO,1647,010120,AMAZONAS,CHACHAPOYAS,SOLOCO
AMAZONAS,CHACHAPOYAS,SONCHE,1614,010121,AMAZONAS,CHACHAPOYAS,SONCHE
AMAZONAS,CONDORCANQUI,EL CENEPA,1699,010603,AMAZONAS,CONDORCANQUI,EL CENEPA
AMAZONAS,CONDORCANQUI,NIEVA,622,010601,AMAZONAS,CONDORCANQUI,NIEVA
AMAZONAS,CONDORCANQUI,RIO SANTIAGO,1700,010602,AMAZONAS,CONDORCANQUI,RIO SANTIAGO
AMAZONAS,LUYA,CAMPORREDONDO,1585,010402,AMAZONAS,LUYA,CAMPORREDONDO
AMAZONAS,LUYA,COCABAMBA,1661,010403,AMAZONAS,LUYA,COCABAMBA
AMAZONAS,LUYA,COLCAMAR,323,010404,AMAZONAS,LUYA,COLCAMAR
AMAZONAS,LUYA,CONILA,694,010405,AMAZONAS,LUYA,CONILA
AMAZONAS,LUYA,INGUILPATA,600,010406,AMAZONAS,LUYA,INGUILPATA
AMAZONAS,LUYA,LAMUD,397,010401,AMAZONAS,LUYA,LAMUD
AMAZONAS,LUYA,LONGUITA,594,010407,AMAZONAS,LUYA,LONGUITA
AMAZONAS,LUYA,LONYA CHICO,580,010408,AMAZONAS,LUYA,LONYA CHICO
AMAZONAS,LUYA,LUYA,1580,010409,AMAZONAS,LUYA,LUYA
AMAZONAS,LUYA,LUYA VIEJO,693,010410,AMAZONAS,LUYA,LUYA VIEJO
AMAZONAS,LUYA,MARIA,859,010411,AMAZONAS,LUYA,MARIA
AMAZONAS,LUYA,OCALLI,1611,010412,AMAZONAS,LUYA,OCALLI
AMAZONAS,LUYA,OCUMAL,1646,010413,AMAZONAS,LUYA,OCUMAL
AMAZONAS,LUYA,PISUQUIA,336,010414,AMAZONAS,LUYA,PISUQUIA
AMAZONAS,LUYA,PROVIDENCIA,322,010423,AMAZONAS,LUYA,PROVIDENCIA
AMAZONAS,LUYA,SAN CRISTOBAL,845,010415,AMAZONAS,LUYA,SAN CRISTOBAL
AMAZONAS,LUYA,SAN FRANCISCO DEL YESO,626,010416,AMAZONAS,LUYA,SAN FRANCISCO DE YESO
AMAZONAS,LUYA,SAN JERONIMO,528,010417,AMAZONAS,LUYA,SAN JERONIMO
AMAZONAS,LUYA,SAN JUAN DE LOPECANCHA,860,010418,AMAZONAS,LUYA,SAN JUAN DE LOPECANCHA
AMAZONAS,LUYA,SANTA CATALINA,527,010419,AMAZONAS,LUYA,SANTA CATALINA
AMAZONAS,LUYA,SANTO TOMAS,1662,010420,AMAZONAS,LUYA,SANTO TOMAS
AMAZONAS,LUYA,TINGO,1628,010421,AMAZONAS,LUYA,TINGO
AMAZONAS,LUYA,TRITA,1609,010422,AMAZONAS,LUYA,TRITA
AMAZONAS,RODRIGUEZ DE MENDOZA,CHIRIMOTO,1570,010503,AMAZONAS,RODRIGUEZ DE MENDOZA,CHIRIMOTO
AMAZONAS,RODRIGUEZ DE MENDOZA,COCHAMAL,324,010502,AMAZONAS,RODRIGUEZ DE MENDOZA,COCHAMAL
AMAZONAS,RODRIGUEZ DE MENDOZA,HUAMBO,563,010504,AMAZONAS,RODRIGUEZ DE MENDOZA,HUAMBO
AMAZONAS,RODRIGUEZ DE MENDOZA,LIMABAMBA,566,010505,AMAZONAS,RODRIGUEZ DE MENDOZA,LIMABAMBA
AMAZONAS,RODRIGUEZ DE MENDOZA,LONGAR,1563,010506,AMAZONAS,RODRIGUEZ DE MENDOZA,LONGAR
AMAZONAS,RODRIGUEZ DE MENDOZA,MARISCAL BENAVIDES,577,010508,AMAZONAS,RODRIGUEZ DE MENDOZA,MARISCAL BENAVIDES
AMAZONAS,RODRIGUEZ DE MENDOZA,MILPUC,1588,010507,AMAZONAS,RODRIGUEZ DE MENDOZA,MILPUCC
AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA,1629,010509,AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA
AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS,1561,010501,AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS
AMAZONAS,RODRIGUEZ DE MENDOZA,SANTA ROSA,1670,010510,AMAZONAS,RODRIGUEZ DE MENDOZA,SANTA ROSA
AMAZONAS,RODRIGUEZ DE MENDOZA,TOTORA,1573,010511,AMAZONAS,RODRIGUEZ DE MENDOZA,TOTORA
AMAZONAS,RODRIGUEZ DE MENDOZA,VISTA ALEGRE,603,010512,AMAZONAS,RODRIGUEZ DE MENDOZA,VISTA ALEGRE
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,1597,010701,AMAZONAS,UTCUBAMBA,BAGUA GRANDE
AMAZONAS,UTCUBAMBA,CAJARURO,1681,010702,AMAZONAS,UTCUBAMBA,CAJARURO
AMAZONAS,UTCUBAMBA,CUMBA,629,010703,AMAZONAS,UTCUBAMBA,CUMBA
AMAZONAS,UTCUBAMBA,EL MILAGRO,853,010704,AMAZONAS,UTCUBAMBA,EL MILAGRO
AMAZONAS,UTCUBAMBA,JAMALCA,529,010705,AMAZONAS,UTCUBAMBA,JAMALCA
AMAZONAS,UTCUBAMBA,LONYA GRANDE,615,010706,AMAZONAS,UTCUBAMBA,LONYA GRANDE
AMAZONAS,UTCUBAMBA,YAMON,621,010707,AMAZONAS,UTCUBAMBA,YAMON
ANCASH,AIJA,AIJA,1414,020201,ANCASH,AIJA,AIJA
ANCASH,AIJA,CORIS,1417,020203,ANCASH,AIJA,CORIS
ANCASH,AIJA,HUACLLAN,281,020205,ANCASH,AIJA,HUACLLAN
ANCASH,AIJA,LA MERCED,282,020206,ANCASH,AIJA,LA MERCED
ANCASH,AIJA,SUCCHA,279,020208,ANCASH,AIJA,SUCCHA
ANCASH,ANTONIO RAYMONDI,ACZO,591,021602,ANCASH,ANTONIO RAIMONDI,ACZO
ANCASH,ANTONIO RAYMONDI,CHACCHO,211,021603,ANCASH,ANTONIO RAIMONDI,CHACCHO
ANCASH,ANTONIO RAYMONDI,CHINGAS,330,021604,ANCASH,ANTONIO RAIMONDI,CHINGAS
ANCASH,ANTONIO RAYMONDI,LLAMELLIN,203,021601,ANCASH,ANTONIO RAIMONDI,LLAMELLIN
ANCASH,ANTONIO RAYMONDI,MIRGAS,201,021605,ANCASH,ANTONIO RAIMONDI,MIRGAS
ANCASH,ANTONIO RAYMONDI,SAN JUAN DE RONTOY,588,021606,ANCASH,ANTONIO RAIMONDI,SAN JUAN DE RONTOY
ANCASH,ASUNCION,ACOCHACA,272,021802,ANCASH,ASUNCION,ACOCHACA
ANCASH,ASUNCION,CHACAS,1391,021801,ANCASH,ASUNCION,CHACAS
ANCASH,BOLOGNESI,ABELARDO PARDO LEZAMETA,1455,020302,ANCASH,BOLOGNESI,ABELARDO PARDO LEZAMETA
ANCASH,BOLOGNESI,ANTONIO RAYMONDI,245,020321,ANCASH,BOLOGNESI,ANTONIO RAIMONDI
ANCASH,BOLOGNESI,AQUIA,277,020304,ANCASH,BOLOGNESI,AQUIA
ANCASH,BOLOGNESI,CAJACAY,246,020305,ANCASH,BOLOGNESI,CAJACAY
ANCASH,BOLOGNESI,CANIS,1488,020322,ANCASH,BOLOGNESI,CANIS
ANCASH,BOLOGNESI,CHIQUIAN,234,020301,ANCASH,BOLOGNESI,CHIQUIAN
ANCASH,BOLOGNESI,COLQUIOC,744,020323,ANCASH,BOLOGNESI,COLQUIOC
ANCASH,BOLOGNESI,HUALLANCA,1416,020325,ANCASH,BOLOGNESI,HUALLANCA
ANCASH,BOLOGNESI,HUASTA,843,020311,ANCASH,BOLOGNESI,HUASTA
ANCASH,BOLOGNESI,HUAYLLACAYAN,1466,020310,ANCASH,BOLOGNESI,HUAYLLACAYAN
ANCASH,BOLOGNESI,LA PRIMAVERA,1461,020324,ANCASH,BOLOGNESI,LA PRIMAVERA
ANCASH,BOLOGNESI,MANGAS,1459,020313,ANCASH,BOLOGNESI,MANGAS
ANCASH,BOLOGNESI,PACLLON,1467,020315,ANCASH,BOLOGNESI,PACLLON
ANCASH,BOLOGNESI,SAN MIGUEL DE CORPANQUI,1463,020317,ANCASH,BOLOGNESI,SAN MIGUEL DE CORPANQUI
ANCASH,BOLOGNESI,TICLLOS,1468,020320,ANCASH,BOLOGNESI,TICLLOS
ANCASH,CARHUAZ,ACOPAMPA,658,020402,ANCASH,CARHUAZ,ACOPAMPA
ANCASH,CARHUAZ,AMASHCA,1430,020403,ANCASH,CARHUAZ,AMASHCA
ANCASH,CARHUAZ,ANTA,653,020404,ANCASH,CARHUAZ,ANTA
ANCASH,CARHUAZ,ATAQUERO,664,020405,ANCASH,CARHUAZ,ATAQUERO
ANCASH,CARHUAZ,CARHUAZ,1429,020401,ANCASH,CARHUAZ,CARHUAZ
ANCASH,CARHUAZ,MARCARA,663,020406,ANCASH,CARHUAZ,MARCARA
ANCASH,CARHUAZ,PARIAHUANCA,650,020407,ANCASH,CARHUAZ,PARIAHUANCA
ANCASH,CARHUAZ,SAN MIGUEL DE ACO,654,020408,ANCASH,CARHUAZ,SAN MIGUEL DE ACO
ANCASH,CARHUAZ,SHILLA,1340,020409,ANCASH,CARHUAZ,SHILLA
ANCASH,CARHUAZ,TINCO,662,020410,ANCASH,CARHUAZ,TINCO
ANCASH,CARHUAZ,YUNGAR,408,020411,ANCASH,CARHUAZ,YUNGAR
ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,210,021701,ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS
ANCASH,CARLOS FERMIN FITZCARRALD,SAN NICOLAS,826,021703,ANCASH,CARLOS FERMIN FITZCARRALD,SAN NICOLAS
ANCASH,CARLOS FERMIN FITZCARRALD,YAUYA,1342,021702,ANCASH,CARLOS FERMIN FITZCARRALD,YAUYA
ANCASH,CASMA,BUENA VISTA ALTA,660,020502,ANCASH,CASMA,BUENA VISTA ALTA
ANCASH,CASMA,CASMA,1338,020501,ANCASH,CASMA,CASMA
ANCASH,CASMA,COMANDANTE NOEL,649,020503,ANCASH,CASMA,COMANDANTE NOEL
ANCASH,CASMA,YAUTAN,349,020505,ANCASH,CASMA,YAUTAN
ANCASH,CORONGO,ACO,258,020602,ANCASH,CORONGO,ACO
ANCASH,CORONGO,BAMBAS,214,020603,ANCASH,CORONGO,BAMBAS
ANCASH,CORONGO,CORONGO,256,020601,ANCASH,CORONGO,CORONGO
ANCASH,CORONGO,CUSCA,1473,020604,ANCASH,CORONGO,CUSCA
ANCASH,CORONGO,LA PAMPA,1510,020605,ANCASH,CORONGO,LA PAMPA
ANCASH,CORONGO,YANAC,1511,020606,ANCASH,CORONGO,YANAC
ANCASH,CORONGO,YUPAN,766,020607,ANCASH,CORONGO,YUPAN
ANCASH,HUARAZ,COCHABAMBA,348,020103,ANCASH,HUARAZ,COCHABAMBA
ANCASH,HUARAZ,COLCABAMBA,249,020104,ANCASH,HUARAZ,COLCABAMBA
ANCASH,HUARAZ,HUANCHAY,229,020105,ANCASH,HUARAZ,HUANCHAY
ANCASH,HUARAZ,HUARAZ,1438,020101,ANCASH,HUARAZ,HUARAZ
ANCASH,HUARAZ,INDEPENDENCIA,289,020102,ANCASH,HUARAZ,INDEPENDENCIA
ANCASH,HUARAZ,JANGAS,350,020106,ANCASH,HUARAZ,JANGAS
ANCASH,HUARAZ,LA LIBERTAD,247,020107,ANCASH,HUARAZ,LA LIBERTAD
ANCASH,HUARAZ,OLLEROS,250,020108,ANCASH,HUARAZ,OLLEROS
ANCASH,HUARAZ,PAMPAS GRANDE,251,020109,ANCASH,HUARAZ,PAMPAS GRANDE
ANCASH,HUARAZ,PARIACOTO,288,020110,ANCASH,HUARAZ,PARIACOTO
ANCASH,HUARAZ,PIRA,285,020111,ANCASH,HUARAZ,PIRA
ANCASH,HUARAZ,TARICA,644,020112,ANCASH,HUARAZ,TARICA
ANCASH,HUARI,ANRA,1336,020816,ANCASH,HUARI,ANRA
ANCASH,HUARI,CAJAY,589,020802,ANCASH,HUARI,CAJAY
ANCASH,HUARI,CHAVIN DE HUANTAR,1435,020803,ANCASH,HUARI,CHAVIN DE HUANTAR
ANCASH,HUARI,HUACACHI,661,020804,ANCASH,HUARI,HUACACHI
ANCASH,HUARI,HUACCHIS,329,020806,ANCASH,HUARI,HUACCHIS
ANCASH,HUARI,HUACHIS,651,020805,ANCASH,HUARI,HUACHIS
ANCASH,HUARI,HUANTAR,346,020807,ANCASH,HUARI,HUANTAR
ANCASH,HUARI,HUARI,1434,020801,ANCASH,HUARI,HUARI
ANCASH,HUARI,MASIN,655,020808,ANCASH,HUARI,MASIN
ANCASH,HUARI,PAUCAS,254,020809,ANCASH,HUARI,PAUCAS
ANCASH,HUARI,PONTO,656,020810,ANCASH,HUARI,PONTO
ANCASH,HUARI,RAHUAPAMPA,652,020811,ANCASH,HUARI,RAHUAPAMPA
ANCASH,HUARI,RAPAYAN,1433,020812,ANCASH,HUARI,RAPAYAN
ANCASH,HUARI,SAN MARCOS,1437,020813,ANCASH,HUARI,SAN MARCOS
ANCASH,HUARI,SAN PEDRO DE CHANA,287,020814,ANCASH,HUARI,SAN PEDRO DE CHANA
ANCASH,HUARI,UCO,325,020815,ANCASH,HUARI,UCO
ANCASH,HUARMEY,COCHAPETI,1490,021902,ANCASH,HUARMEY,COCHAPETI
ANCASH,HUARMEY,CULEBRAS,1419,021905,ANCASH,HUARMEY,CULEBRAS
ANCASH,HUARMEY,HUARMEY,746,021901,ANCASH,HUARMEY,HUARMEY
ANCASH,HUARMEY,HUAYAN,275,021903,ANCASH,HUARMEY,HUAYAN
ANCASH,HUARMEY,MALVAS,1496,021904,ANCASH,HUARMEY,MALVAS
ANCASH,HUAYLAS,CARAZ,213,020701,ANCASH,HUAYLAS,CARAZ
ANCASH,HUAYLAS,HUALLANCA,1503,020702,ANCASH,HUAYLAS,HUALLANCA
ANCASH,HUAYLAS,HUATA,207,020703,ANCASH,HUAYLAS,HUATA
ANCASH,HUAYLAS,HUAYLAS,831,020704,ANCASH,HUAYLAS,HUAYLAS
ANCASH,HUAYLAS,MATO,1344,020705,ANCASH,HUAYLAS,MATO
ANCASH,HUAYLAS,PAMPAROMAS,209,020706,ANCASH,HUAYLAS,PAMPAROMAS
ANCASH,HUAYLAS,PUEBLO LIBRE,1341,020707,ANCASH,HUAYLAS,PUEBLO LIBRE
ANCASH,HUAYLAS,SANTA CRUZ,667,020708,ANCASH,HUAYLAS,SANTA CRUZ
ANCASH,HUAYLAS,SANTO TORIBIO,1498,020710,ANCASH,HUAYLAS,SANTO TORIBIO
ANCASH,HUAYLAS,YURACMARCA,1506,020709,ANCASH,HUAYLAS,YURACMARCA
ANCASH,MARISCAL LUZURIAGA,CASCA,1499,020902,ANCASH,MARISCAL LUZURIAGA,CASCA
ANCASH,MARISCAL LUZURIAGA,ELEAZAR GUZMAN BARRON,829,020908,ANCASH,MARISCAL LUZURIAGA,ELEAZAR GUZMAN BARRON
ANCASH,MARISCAL LUZURIAGA,FIDEL OLIVAS ESCUDERO,1502,020904,ANCASH,MARISCAL LUZURIAGA,FIDEL OLIVAS ESCUDERO
ANCASH,MARISCAL LUZURIAGA,LLAMA,827,020905,ANCASH,MARISCAL LUZURIAGA,LLAMA
ANCASH,MARISCAL LUZURIAGA,LLUMPA,1343,020906,ANCASH,MARISCAL LUZURIAGA,LLUMPA
ANCASH,MARISCAL LUZURIAGA,LUCMA,1345,020903,ANCASH,MARISCAL LUZURIAGA,LUCMA
ANCASH,MARISCAL LUZURIAGA,MUSGA,832,020907,ANCASH,MARISCAL LUZURIAGA,MUSGA
ANCASH,MARISCAL LUZURIAGA,PISCOBAMBA,668,020901,ANCASH,MARISCAL LUZURIAGA,PISCOBAMBA
ANCASH,OCROS,ACAS,1478,022001,ANCASH,OCROS,ACAS
ANCASH,OCROS,CAJAMARQUILLA,1462,022002,ANCASH,OCROS,CAJAMARQUILLA
ANCASH,OCROS,CARHUAPAMPA,252,022003,ANCASH,OCROS,CARHUAPAMPA
ANCASH,OCROS,COCHAS,742,022004,ANCASH,OCROS,COCHAS
ANCASH,OCROS,CONGAS,1458,022005,ANCASH,OCROS,CONGAS
ANCASH,OCROS,LLIPA,1485,022006,ANCASH,OCROS,LLIPA
ANCASH,OCROS,OCROS,1460,022007,ANCASH,OCROS,OCROS
ANCASH,OCROS,SAN CRISTOBAL DE RAJAN,1484,022008,ANCASH,OCROS,SAN CRISTOBAL DE RAJAN
ANCASH,OCROS,SAN PEDRO,741,022009,ANCASH,OCROS,SAN PEDRO
ANCASH,OCROS,SANTIAGO DE CHILCAS,1480,022010,ANCASH,OCROS,SANTIAGO DE CHILCAS
ANCASH,PALLASCA,BOLOGNESI,776,021002,ANCASH,PALLASCA,BOLOGNESI
ANCASH,PALLASCA,CABANA,1476,021001,ANCASH,PALLASCA,CABANA
ANCASH,PALLASCA,CONCHUCOS,1405,021003,ANCASH,PALLASCA,CONCHUCOS
ANCASH,PALLASCA,HUACASCHUQUE,777,021004,ANCASH,PALLASCA,HUACASCHUQUE
ANCASH,PALLASCA,HUANDOVAL,778,021005,ANCASH,PALLASCA,HUANDOVAL
ANCASH,PALLASCA,LACABAMBA,730,021006,ANCASH,PALLASCA,LACABAMBA
ANCASH,PALLASCA,LLAPO,274,021007,ANCASH,PALLASCA,LLAPO
ANCASH,PALLASCA,PALLASCA,765,021008,ANCASH,PALLASCA,PALLASCA
ANCASH,PALLASCA,PAMPAS,1396,021009,ANCASH,PALLASCA,PAMPAS
ANCASH,PALLASCA,SANTA ROSA,255,021010,ANCASH,PALLASCA,SANTA ROSA
ANCASH,PALLASCA,TAUCA,1474,021011,ANCASH,PALLASCA,TAUCA
ANCASH,POMABAMBA,HUAYLLAN,828,021102,ANCASH,POMABAMBA,HUAYLLAN
ANCASH,POMABAMBA,PAROBAMBA,215,021103,ANCASH,POMABAMBA,PAROBAMBA
ANCASH,POMABAMBA,POMABAMBA,1504,021101,ANCASH,POMABAMBA,POMABAMBA
ANCASH,POMABAMBA,QUINUABAMBA,1509,021104,ANCASH,POMABAMBA,QUINUABAMBA
ANCASH,RECUAY,CATAC,1420,021210,ANCASH,RECUAY,CATAC
ANCASH,RECUAY,COTAPARACO,1495,021202,ANCASH,RECUAY,COTAPARACO
ANCASH,RECUAY,HUAYLLAPAMPA,1347,021203,ANCASH,RECUAY,HUAYLLAPAMPA
ANCASH,RECUAY,LLACLLIN,1443,021209,ANCASH,RECUAY,LLACLLIN
ANCASH,RECUAY,MARCA,844,021204,ANCASH,RECUAY,MARCA
ANCASH,RECUAY,PAMPAS CHICO,840,021205,ANCASH,RECUAY,PAMPAS CHICO
ANCASH,RECUAY,PARARIN,841,021206,ANCASH,RECUAY,PARARIN
ANCASH,RECUAY,RECUAY,230,021201,ANCASH,RECUAY,RECUAY
ANCASH,RECUAY,TAPACOCHA,1489,021207,ANCASH,RECUAY,TAPACOCHA
ANCASH,RECUAY,TICAPAMPA,232,021208,ANCASH,RECUAY,TICAPAMPA
ANCASH,SANTA,CACERES DEL PERU,830,021302,ANCASH,SANTA,CACERES DEL PERU
ANCASH,SANTA,CHIMBOTE,1507,021301,ANCASH,SANTA,CHIMBOTE
ANCASH,SANTA,COISHCO,202,021308,ANCASH,SANTA,COISHCO
ANCASH,SANTA,MACATE,1508,021303,ANCASH,SANTA,MACATE
ANCASH,SANTA,MORO,200,021304,ANCASH,SANTA,MORO
ANCASH,SANTA,NUEVO CHIMBOTE,204,021309,ANCASH,SANTA,NUEVO CHIMBOTE
ANCASH,SANTA,ÑEPEÑA,208,021305,ANCASH,SANTA,NEPEÑA
ANCASH,SANTA,SAMANCO,1432,021306,ANCASH,SANTA,SAMANCO
ANCASH,SANTA,SANTA,212,021307,ANCASH,SANTA,SANTA
ANCASH,SIHUAS,ACOBAMBA,764,021407,ANCASH,SIHUAS,ACOBAMBA
ANCASH,SIHUAS,ALFONSO UGARTE,1469,021402,ANCASH,SIHUAS,ALFONSO UGARTE
ANCASH,SIHUAS,CASHAPAMPA,769,021408,ANCASH,SIHUAS,CASHAPAMPA
ANCASH,SIHUAS,CHINGALPO,774,021403,ANCASH,SIHUAS,CHINGALPO
ANCASH,SIHUAS,HUAYLLABAMBA,1471,021404,ANCASH,SIHUAS,HUAYLLABAMBA
ANCASH,SIHUAS,QUICHES,773,021405,ANCASH,SIHUAS,QUICHES
ANCASH,SIHUAS,RAGASH,1477,021409,ANCASH,SIHUAS,RAGASH
ANCASH,SIHUAS,SAN JUAN,1512,021410,ANCASH,SIHUAS,SAN JUAN
ANCASH,SIHUAS,SICSIBAMBA,767,021406,ANCASH,SIHUAS,SICSIBAMBA
ANCASH,SIHUAS,SIHUAS,273,021401,ANCASH,SIHUAS,SIHUAS
ANCASH,YUNGAY,CASCAPARA,1337,021502,ANCASH,YUNGAY,CASCAPARA
ANCASH,YUNGAY,MANCOS,327,021503,ANCASH,YUNGAY,MANCOS
ANCASH,YUNGAY,MATACOTO,1339,021504,ANCASH,YUNGAY,MATACOTO
ANCASH,YUNGAY,QUILLO,1335,021505,ANCASH,YUNGAY,QUILLO
ANCASH,YUNGAY,RANRAHIRCA,328,021506,ANCASH,YUNGAY,RANRAHIRCA
ANCASH,YUNGAY,SHUPLUY,1431,021507,ANCASH,YUNGAY,SHUPLUY
ANCASH,YUNGAY,YANAMA,1346,021508,ANCASH,YUNGAY,YANAMA
ANCASH,YUNGAY,YUNGAY,205,021501,ANCASH,YUNGAY,YUNGAY
APURIMAC,ABANCAY,ABANCAY,993,030101,APURIMAC,ABANCAY,ABANCAY
APURIMAC,ABANCAY,CHACOCHE,966,030104,APURIMAC,ABANCAY,CHACOCHE
APURIMAC,ABANCAY,CIRCA,981,030102,APURIMAC,ABANCAY,CIRCA
APURIMAC,ABANCAY,CURAHUASI,1091,030103,APURIMAC,ABANCAY,CURAHUASI
APURIMAC,ABANCAY,HUANIPACA,1179,030105,APURIMAC,ABANCAY,HUANIPACA
APURIMAC,ABANCAY,LAMBRAMA,957,030106,APURIMAC,ABANCAY,LAMBRAMA
APURIMAC,ABANCAY,PICHIRHUA,988,030107,APURIMAC,ABANCAY,PICHIRHUA
APURIMAC,ABANCAY,SAN PEDRO DE CACHORA,1170,030108,APURIMAC,ABANCAY,SAN PEDRO DE CACHORA
APURIMAC,ABANCAY,TAMBURCO,994,030109,APURIMAC,ABANCAY,TAMBURCO
APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,439,030301,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS
APURIMAC,ANDAHUAYLAS,ANDARAPA,1133,030302,APURIMAC,ANDAHUAYLAS,ANDARAPA
APURIMAC,ANDAHUAYLAS,CHIARA,972,030303,APURIMAC,ANDAHUAYLAS,CHIARA
APURIMAC,ANDAHUAYLAS,HUANCARAMA,263,030304,APURIMAC,ANDAHUAYLAS,HUANCARAMA
APURIMAC,ANDAHUAYLAS,HUANCARAY,954,030305,APURIMAC,ANDAHUAYLAS,HUANCARAY
APURIMAC,ANDAHUAYLAS,HUAYANA,939,030317,APURIMAC,ANDAHUAYLAS,HUAYANA
APURIMAC,ANDAHUAYLAS,JOSE MARIA ARGUEDAS,1853,,,,
APURIMAC,ANDAHUAYLAS,KAQUIABAMBA,1101,030319,APURIMAC,ANDAHUAYLAS,KAQUIABAMBA
APURIMAC,ANDAHUAYLAS,KISHUARA,544,030306,APURIMAC,ANDAHUAYLAS,KISHUARA
APURIMAC,ANDAHUAYLAS,PACOBAMBA,1174,030307,APURIMAC,ANDAHUAYLAS,PACOBAMBA
