NOMBDEP,NOMBPROV,NOMBDIST,ID,TXUBIGEO,TXREGION,TXPROVINCIA,TXDISTRITO
SAN MARTIN,EL DORADO,SAN JOSE DE SISA,1659,211001,SAN MARTIN,EL DORADO,SAN JOSE DE SISA
SAN MARTIN,EL DORADO,SAN MARTIN,321,211004,SAN MARTIN,EL DORADO,SAN MARTIN
SAN MARTIN,EL DORADO,SANTA ROSA,405,211005,SAN MARTIN,EL DORADO,SANTA ROSA
SAN MARTIN,EL DORADO,SHATOJA,1574,211003,SAN MARTIN,EL DORADO,SHATOJA
SAN MARTIN,HUALLAGA,ALTO SAPOSOA,1627,210205,SAN MARTIN,HUALLAGA,ALTO SAPOSOA
SAN MARTIN,HUALLAGA,EL ESLABON,243,210206,SAN MARTIN,HUALLAGA,EL ESLABON
SAN MARTIN,HUALLAGA,PISCOYACU,1448,210202,SAN MARTIN,HUALLAGA,PISCOYACU
SAN MARTIN,HUALLAGA,SACANCHE,241,210203,SAN MARTIN,HUALLAGA,SACANCHE
SAN MARTIN,HUALLAGA,SAPOSOA,669,210201,SAN MARTIN,HUALLAGA,SAPOSOA
SAN MARTIN,HUALLAGA,TINGO DE SAPOSOA,1349,210204,SAN MARTIN,HUALLAGA,TINGO DE SAPOSOA
SAN MARTIN,LAMAS,ALONSO DE ALVARADO,1607,210315,SAN MARTIN,LAMAS,ALONSO DE ALVARADO
SAN MARTIN,LAMAS,BARRANQUITA,1583,210303,SAN MARTIN,LAMAS,BARRANQUITA
SAN MARTIN,LAMAS,CAYNARACHI,614,210304,SAN MARTIN,LAMAS,CAYNARACHI
SAN MARTIN,LAMAS,CUÃ‘UMBUQUI,1566,210305,SAN MARTIN,LAMAS,CUÑUMBUQUI
SAN MARTIN,LAMAS,LAMAS,1631,210301,SAN MARTIN,LAMAS,LAMAS
SAN MARTIN,LAMAS,PINTO RECODO,604,210306,SAN MARTIN,LAMAS,PINTO RECODO
SAN MARTIN,LAMAS,RUMISAPA,400,210307,SAN MARTIN,LAMAS,RUMISAPA
SAN MARTIN,LAMAS,SAN ROQUE DE CUMBAZA,851,210316,SAN MARTIN,LAMAS,SAN ROQUE DE CUMBAZA
SAN MARTIN,LAMAS,SHANAO,337,210311,SAN MARTIN,LAMAS,SHANAO
SAN MARTIN,LAMAS,TABALOSOS,581,210313,SAN MARTIN,LAMAS,TABALOSOS
SAN MARTIN,LAMAS,ZAPATERO,1667,210314,SAN MARTIN,LAMAS,ZAPATERO
SAN MARTIN,MARISCAL CACERES,CAMPANILLA,526,210402,SAN MARTIN,MARISCAL CACERES,CAMPANILLA
SAN MARTIN,MARISCAL CACERES,HUICUNGO,404,210403,SAN MARTIN,MARISCAL CACERES,HUICUNGO
SAN MARTIN,MARISCAL CACERES,JUANJUI,239,210401,SAN MARTIN,MARISCAL CACERES,JUANJUI
SAN MARTIN,MARISCAL CACERES,PACHIZA,1658,210404,SAN MARTIN,MARISCAL CACERES,PACHIZA
SAN MARTIN,MARISCAL CACERES,PAJARILLO,1369,210405,SAN MARTIN,MARISCAL CACERES,PAJARILLO
SAN MARTIN,MOYOBAMBA,CALZADA,612,210102,SAN MARTIN,MOYOBAMBA,CALZADA
SAN MARTIN,MOYOBAMBA,HABANA,1606,210103,SAN MARTIN,MOYOBAMBA,HABANA
SAN MARTIN,MOYOBAMBA,JEPELACIO,562,210104,SAN MARTIN,MOYOBAMBA,JEPELACIO
SAN MARTIN,MOYOBAMBA,MOYOBAMBA,627,210101,SAN MARTIN,MOYOBAMBA,MOYOBAMBA
SAN MARTIN,MOYOBAMBA,SORITOR,1615,210105,SAN MARTIN,MOYOBAMBA,SORITOR
SAN MARTIN,MOYOBAMBA,YANTALO,817,210106,SAN MARTIN,MOYOBAMBA,YANTALO
SAN MARTIN,PICOTA,BUENOS AIRES,316,210902,SAN MARTIN,PICOTA,BUENOS AIRES
SAN MARTIN,PICOTA,CASPISAPA,1536,210903,SAN MARTIN,PICOTA,CASPIZAPA
SAN MARTIN,PICOTA,PICOTA,1424,210901,SAN MARTIN,PICOTA,PICOTA
SAN MARTIN,PICOTA,PILLUANA,311,210904,SAN MARTIN,PICOTA,PILLUANA
SAN MARTIN,PICOTA,PUCACACA,1553,210905,SAN MARTIN,PICOTA,PUCACACA
SAN MARTIN,PICOTA,SAN CRISTOBAL,1451,210906,SAN MARTIN,PICOTA,SAN CRISTOBAL
SAN MARTIN,PICOTA,SAN HILARION,1538,210907,SAN MARTIN,PICOTA,SAN HILARION
SAN MARTIN,PICOTA,SHAMBOYACU,1333,210910,SAN MARTIN,PICOTA,SHAMBOYACU
SAN MARTIN,PICOTA,TINGO DE PONASA,1534,210908,SAN MARTIN,PICOTA,TINGO DE PONASA
SAN MARTIN,PICOTA,TRES UNIDOS,313,210909,SAN MARTIN,PICOTA,TRES UNIDOS
SAN MARTIN,RIOJA,AWAJUN,1596,210509,SAN MARTIN,RIOJA,AWAJUN
SAN MARTIN,RIOJA,ELIAS SOPLIN VARGAS,613,210506,SAN MARTIN,RIOJA,ELIAS SOPLIN VARGAS
SAN MARTIN,RIOJA,NUEVA CAJAMARCA,1642,210505,SAN MARTIN,RIOJA,NUEVA CAJAMARCA
SAN MARTIN,RIOJA,PARDO MIGUEL,1619,210508,SAN MARTIN,RIOJA,PARDO MIGUEL
SAN MARTIN,RIOJA,POSIC,620,210502,SAN MARTIN,RIOJA,POSIC
SAN MARTIN,RIOJA,RIOJA,609,210501,SAN MARTIN,RIOJA,RIOJA
SAN MARTIN,RIOJA,SAN FERNANDO,1680,210507,SAN MARTIN,RIOJA,SAN FERNANDO
SAN MARTIN,RIOJA,YORONGOS,1582,210503,SAN MARTIN,RIOJA,YORONGOS
SAN MARTIN,RIOJA,YURACYACU,1636,210504,SAN MARTIN,RIOJA,YURACYACU
SAN MARTIN,SAN MARTIN,ALBERTO LEVEAU,516,210602,SAN MARTIN,SAN MARTIN,ALBERTO LEVEAU
SAN MARTIN,SAN MARTIN,CACATACHI,862,210604,SAN MARTIN,SAN MARTIN,CACATACHI
SAN MARTIN,SAN MARTIN,CHAZUTA,1589,210606,SAN MARTIN,SAN MARTIN,CHAZUTA
SAN MARTIN,SAN MARTIN,CHIPURANA,1630,210607,SAN MARTIN,SAN MARTIN,CHIPURANA
SAN MARTIN,SAN MARTIN,EL PORVENIR,1581,210608,SAN MARTIN,SAN MARTIN,EL PORVENIR
SAN MARTIN,SAN MARTIN,HUIMBAYOC,1626,210609,SAN MARTIN,SAN MARTIN,HUIMBAYOC
SAN MARTIN,SAN MARTIN,JUAN GUERRA,1656,210610,SAN MARTIN,SAN MARTIN,JUAN GUERRA
SAN MARTIN,SAN MARTIN,LA BANDA DE SHILCAYO,341,210621,SAN MARTIN,SAN MARTIN,LA BANDA DE SHILCAYO
SAN MARTIN,SAN MARTIN,MORALES,1669,210611,SAN MARTIN,SAN MARTIN,MORALES
SAN MARTIN,SAN MARTIN,PAPAPLAYA,602,210612,SAN MARTIN,SAN MARTIN,PAPAPLAYA
SAN MARTIN,SAN MARTIN,SAN ANTONIO,595,210616,SAN MARTIN,SAN MARTIN,SAN ANTONIO
SAN MARTIN,SAN MARTIN,SAUCE,514,210619,SAN MARTIN,SAN MARTIN,SAUCE
SAN MARTIN,SAN MARTIN,SHAPAJA,407,210620,SAN MARTIN,SAN MARTIN,SHAPAJA
SAN MARTIN,SAN MARTIN,TARAPOTO,861,210601,SAN MARTIN,SAN MARTIN,TARAPOTO
SAN MARTIN,TOCACHE,NUEVO PROGRESO,775,210802,SAN MARTIN,TOCACHE,NUEVO PROGRESO
SAN MARTIN,TOCACHE,POLVORA,1528,210803,SAN MARTIN,TOCACHE,POLVORA
SAN MARTIN,TOCACHE,SHUNTE,780,210804,SAN MARTIN,TOCACHE,SHUNTE
SAN MARTIN,TOCACHE,TOCACHE,1399,210801,SAN MARTIN,TOCACHE,TOCACHE
SAN MARTIN,TOCACHE,UCHIZA,1330,210805,SAN MARTIN,TOCACHE,UCHIZA
TACNA,CANDARAVE,CAIRANI,59,220402,TACNA,CANDARAVE,CAIRANI
TACNA,CANDARAVE,CAMILACA,62,220406,TACNA,CANDARAVE,CAMILACA
TACNA,CANDARAVE,CANDARAVE,65,220401,TACNA,CANDARAVE,CANDARAVE
TACNA,CANDARAVE,CURIBAYA,49,220403,TACNA,CANDARAVE,CURIBAYA
TACNA,CANDARAVE,HUANUARA,54,220404,TACNA,CANDARAVE,HUANUARA
TACNA,CANDARAVE,QUILAHUANI,51,220405,TACNA,CANDARAVE,QUILAHUANI
TACNA,JORGE BASADRE,ILABAYA,56,220303,TACNA,JORGE BASADRE,ILABAYA
TACNA,JORGE BASADRE,ITE,37,220302,TACNA,JORGE BASADRE,ITE
TACNA,JORGE BASADRE,LOCUMBA,45,220301,TACNA,JORGE BASADRE,LOCUMBA
TACNA,TACNA,ALTO DE LA ALIANZA,39,220111,TACNA,TACNA,ALTO DE LA ALIANZA
TACNA,TACNA,CALANA,33,220102,TACNA,TACNA,CALANA
TACNA,TACNA,CIUDAD NUEVA,36,220112,TACNA,TACNA,CIUDAD NUEVA
TACNA,TACNA,CORONEL GREGORIO ALBARRACIN LANCHIPA,31,220113,TACNA,TACNA,CORONEL GREGORIO ALBARRACIN LANCHIPA
TACNA,TACNA,INCLAN,44,220104,TACNA,TACNA,INCLAN
TACNA,TACNA,PACHIA,40,220107,TACNA,TACNA,PACHIA
TACNA,TACNA,PALCA,47,220108,TACNA,TACNA,PALCA
TACNA,TACNA,POCOLLAY,32,220109,TACNA,TACNA,POCOLLAY
TACNA,TACNA,SAMA,35,220110,TACNA,TACNA,SAMA
TACNA,TACNA,TACNA,34,220101,TACNA,TACNA,TACNA
TACNA,TARATA,ESTIQUE,42,220206,TACNA,TARATA,ESTIQUE
TACNA,TARATA,ESTIQUE-PAMPA,41,220207,TACNA,TARATA,ESTIQUE PAMPA
TACNA,TARATA,HEROES ALBARRACIN,48,220205,TACNA,TARATA,HEROES ALBARRACIN
TACNA,TARATA,SITAJARA,50,220210,TACNA,TARATA,SITAJARA
TACNA,TARATA,SUSAPAYA,60,220211,TACNA,TARATA,SUSAPAYA
TACNA,TARATA,TARATA,53,220201,TACNA,TARATA,TARATA
TACNA,TARATA,TARUCACHI,43,220212,TACNA,TARATA,TARUCACHI
TACNA,TARATA,TICACO,55,220213,TACNA,TARATA,TICACO
TUMBES,CONTRALMIRANTE VILLAR,CANOAS DE PUNTA SAL,1682,230203,TUMBES,CONTRALMIRANTE VILLAR,CANOAS DE PUNTA SAL
TUMBES,CONTRALMIRANTE VILLAR,CASITAS,1684,230202,TUMBES,CONTRALMIRANTE VILLAR,CASITAS
TUMBES,CONTRALMIRANTE VILLAR,ZORRITOS,570,230201,TUMBES,CONTRALMIRANTE VILLAR,ZORRITOS
TUMBES,TUMBES,CORRALES,1673,230102,TUMBES,TUMBES,CORRALES
TUMBES,TUMBES,LA CRUZ,574,230103,TUMBES,TUMBES,LA CRUZ
TUMBES,TUMBES,PAMPAS DE HOSPITAL,569,230104,TUMBES,TUMBES,PAMPAS DE HOSPITAL
TUMBES,TUMBES,SAN JACINTO,571,230105,TUMBES,TUMBES,SAN JACINTO
TUMBES,TUMBES,SAN JUAN DE LA VIRGEN,1672,230106,TUMBES,TUMBES,SAN JUAN DE LA VIRGEN
TUMBES,TUMBES,TUMBES,1675,230101,TUMBES,TUMBES,TUMBES
TUMBES,ZARUMILLA,AGUAS VERDES,1676,230304,TUMBES,ZARUMILLA,AGUAS VERDES
TUMBES,ZARUMILLA,MATAPALO,573,230302,TUMBES,ZARUMILLA,MATAPALO
TUMBES,ZARUMILLA,PAPAYAL,1674,230303,TUMBES,ZARUMILLA,PAPAYAL
TUMBES,ZARUMILLA,ZARUMILLA,1678,230301,TUMBES,ZARUMILLA,ZARUMILLA
UCAYALI,ATALAYA,RAYMONDI,676,250301,UCAYALI,ATALAYA,RAIMONDI
UCAYALI,ATALAYA,SEPAHUA,714,250304,UCAYALI,ATALAYA,SEPAHUA
UCAYALI,ATALAYA,TAHUANIA,835,250302,UCAYALI,ATALAYA,TAHUANIA
UCAYALI,ATALAYA,YURUA,347,250303,UCAYALI,ATALAYA,YURUA
UCAYALI,CORONEL PORTILLO,CALLERIA,1385,250101,UCAYALI,CORONEL PORTILLO,CALLERIA
UCAYALI,CORONEL PORTILLO,CAMPOVERDE,13,250104,UCAYALI,CORONEL PORTILLO,CAMPOVERDE
UCAYALI,CORONEL PORTILLO,IPARIA,307,250105,UCAYALI,CORONEL PORTILLO,IPARIA
UCAYALI,CORONEL PORTILLO,MANANTAY,1472,250107,UCAYALI,CORONEL PORTILLO,MANANTAY
UCAYALI,CORONEL PORTILLO,MASISEA,771,250103,UCAYALI,CORONEL PORTILLO,MASISEA
UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,12,250106,UCAYALI,CORONEL PORTILLO,NUEVA REQUENA
UCAYALI,CORONEL PORTILLO,YARINACOCHA,1394,250102,UCAYALI,CORONEL PORTILLO,YARINACOCHA
UCAYALI,PADRE ABAD,ALEXANDER VON HUMBOLDT,3,,,,
UCAYALI,PADRE ABAD,CURIMANA,7,250203,UCAYALI,PADRE ABAD,CURIMANA
UCAYALI,PADRE ABAD,IRAZOLA,4,250202,UCAYALI,PADRE ABAD,IRAZOLA
UCAYALI,PADRE ABAD,NESHUYA,5,,,,
UCAYALI,PADRE ABAD,PADRE ABAD,6,250201,UCAYALI,PADRE ABAD,PADRE ABAD
UCAYALI,PURUS,PURUS,1440,250401,UCAYALI,PURUS,PURUS
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
